,Player,Team,Pos.,Positional Value,Overall Value,Current APY,Value Over APY,Injury-Adjusted Value,Injury-Adjusted APY,Injury-Adjusted Value Over APY,2020 Cash Due,Value Over Cash
1068,Star Lotulelei,Bills,43DT,"$1,258,000","$1,642,000","$10,000,000","($8,358,000)","$1,258,000","$10,000,000","($8,742,000)","$5,500,000","($3,858,000)"
1069,Jared Veldheer,Packers,RT,"$1,616,000","$1,642,000","$3,500,000","($1,858,000)","$1,616,000","$3,500,000","($1,884,000)",Free Agent,
1070,Brian Hill,Falcons,RB,"$1,047,000","$1,642,000","$600,000","$1,042,000","$1,047,000","$600,000","$447,000","$2,133,000","($491,000)"
1071,Malik Turner,Seahawks,WR,"$898,000","$1,640,000","$525,000","$1,115,000","$971,300","$492,188","$479,112",Free Agent,
1072,Johnson Bademosi,Saints,CB,"$979,000","$1,638,000","$930,000","$708,000","$1,079,193","$755,625","$323,568","$1,187,500","$450,500"
1073,Tyler Kroft,Bills,TE,"$1,195,000","$1,636,000","$6,250,000","($4,614,000)","$1,778,864","$4,296,875","($2,518,011)","$4,000,000","($2,364,000)"
1074,Travis Homer,Seahawks,RB,"$713,000","$1,634,000","$665,840","$968,160","$713,000","$665,840","$47,160","$675,000","$959,000"
1075,Johnathan Cyprien,Falcons,S,"$1,160,000","$1,629,000","$895,000","$734,000","$2,255,073","$279,688","$1,975,385",Free Agent,
1076,Joel Iyiegbuniwe,Bears,ILB,"$501,000","$1,618,000","$784,644","$833,356","$507,567","$735,604","($228,037)","$750,000","$868,000"
1077,Peyton Barber,Buccaneers,RB,"$1,616,000","$1,616,000","$2,125,000","($509,000)","$1,616,000","$2,125,000","($509,000)","$1,660,000","($44,000)"
1078,Rashaan Gaulden,Giants,S,"$890,000","$1,611,000","$615,000","$996,000","$918,421","$538,125","$380,296","$750,000","$861,000"
1079,Jordan Berry,Steelers,P,"$1,608,000","$1,608,000","$1,850,000","($242,000)","$1,608,000","$1,850,000","($242,000)","$1,800,000","($192,000)"
1080,Alex Okafor,Chiefs,43DE,"$1,529,000","$1,608,000","$6,000,000","($4,392,000)","$3,717,458","$3,750,000","($32,542)","$5,050,000","($3,442,000)"
1081,Donovan Wilson,Cowboys,S,"$987,000","$1,605,000","$661,960","$943,040","$1,031,102","$579,215","$451,887","$675,000","$930,000"
1082,Stephone Anthony,Saints,43OLB,"$557,000","$1,605,000","$805,000","$800,000","$557,000","$805,000","($248,000)",Free Agent,
1083,Colby Wadman,Broncos,P,"$1,604,000","$1,604,000","$570,000","$1,034,000","$1,604,000","$570,000","$1,034,000",Free Agent,
1084,Olasunkanmi Adeniyi,Steelers,34OLB,"$507,000","$1,600,000","$575,000","$1,025,000","$507,000","$575,000","($68,000)","$750,000","$850,000"
1085,Tim Settle,Redskins,34DT,"$1,069,000","$1,598,000","$682,011","$915,989","$1,193,750","$639,385","$554,365","$750,000","$848,000"
1086,Luke Willson,Seahawks,TE,"$1,071,000","$1,597,000","$805,000","$792,000","$1,887,563","$553,438","$1,334,125","$1,187,500","$409,500"
1087,Al Woods,Seahawks,43DT,"$1,513,000","$1,595,000","$2,250,000","($655,000)","$1,513,000","$2,250,000","($737,000)","$2,500,000","($905,000)"
1088,Danny Isidora,Dolphins,RG,"$1,582,000","$1,595,000","$650,487","$944,513","$3,913,875","$121,966","$3,791,909","$825,000","$770,000"
1089,Jakobi Meyers,Patriots,WR,"$1,589,000","$1,594,000","$588,333","$1,005,667","$1,589,000","$588,333","$1,000,667","$675,000","$919,000"
1090,Malcolm Brown,Rams,RB,"$904,000","$1,593,000","$1,650,000","($57,000)","$904,000","$1,650,000","($746,000)","$1,100,000","$493,000"
1091,Elijhaa Penny,Giants,RB,"$699,000","$1,592,000","$645,000","$947,000","$699,000","$645,000","$54,000","$1,210,000","$382,000"
1092,Lamarcus Joyner,Raiders,S,"$1,592,000","$1,592,000","$10,500,000","($8,908,000)","$2,210,598","$9,187,500","($6,976,902)","$12,950,000","($11,358,000)"
1093,Tony McRae,Bengals,CB,"$296,000","$1,589,000","$645,000","$944,000","$296,000","$645,000","($349,000)","$1,000,000","$589,000"
1094,Jomal Wiltz,Dolphins,CB,"$910,000","$1,587,000","$540,000","$1,047,000","$1,422,518","$472,500","$950,018","$675,000","$912,000"
1095,Shilique Calhoun,Patriots,43OLB,"$619,000","$1,586,000","$720,000","$866,000","$682,604","$675,000","$7,604","$1,500,000","$86,000"
1096,Jamal Carter,Falcons,ILB,"$780,000","$1,583,000","$615,000","$968,000","$780,000","$615,000","$165,000","$750,000","$833,000"
1097,Sam Beal,Giants,CB,"$1,484,000","$1,582,000","$1,020,574","$561,426","$5,580,979","$382,715","$5,198,264","$851,118","$730,882"
1098,Johnny Holton,Steelers,WR,"$192,000","$1,580,000","$690,000","$890,000","$192,000","$690,000","($498,000)",Free Agent,
1099,Josiah Tauaefa,Giants,ILB,"$605,000","$1,580,000","$540,000","$1,040,000","$605,000","$540,000","$65,000","$675,000","$905,000"
1100,Kareem Hunt,Browns,RB,"$1,579,000","$1,579,000","$1,100,000","$479,000","$1,579,000","$1,100,000","$479,000","$3,259,000","($1,680,000)"
1101,Chad Thomas,Browns,43DE,"$1,442,000","$1,579,000","$1,020,574","$558,426","$1,442,000","$1,020,574","$421,426","$851,118","$727,882"
1102,Jonotthan Harrison,Jets,C,"$1,503,000","$1,577,000","$2,500,000","($923,000)","$1,503,000","$2,500,000","($997,000)","$2,250,000","($673,000)"
1103,Brandon Allen,Broncos,QB,"$1,574,000","$1,574,000","$645,000","$929,000","$1,574,000","$645,000","$929,000",Free Agent,
1104,Isaiah McKenzie,Bills,WR,"$1,512,000","$1,570,000","$600,000","$970,000","$1,512,000","$600,000","$912,000","$962,500","$607,500"
1105,Alec Ingold,Raiders,RB,"$777,000","$1,568,000","$588,333","$979,667","$777,000","$588,333","$188,667","$675,000","$893,000"
1106,Kevin Huber,Bengals,P,"$1,567,000","$1,567,000","$2,650,000","($1,083,000)","$1,567,000","$2,650,000","($1,083,000)","$2,550,000","($983,000)"
1107,Jake Kumerow,Packers,WR,"$918,000","$1,566,000","$570,000","$996,000","$1,188,036","$498,750","$689,286","$750,000","$816,000"
1108,Brynden Trawick,Ravens,S,"$964,000","$1,559,000","$805,000","$754,000","$1,457,125","$301,875","$1,155,250",Free Agent,
1109,Chris Thompson,Redskins,RB,"$1,556,000","$1,556,000","$3,500,000","($1,944,000)","$1,556,000","$3,500,000","($1,944,000)","$1,400,000","$156,000"
1110,Johnny Mundt,Rams,TE,"$846,000","$1,552,000","$525,000","$1,027,000","$846,000","$525,000","$321,000","$750,000","$802,000"
1111,Dennis Daley,Panthers,RG,"$1,452,000","$1,552,000","$661,960","$890,040","$1,806,008","$620,588","$1,185,420","$675,000","$877,000"
1112,Akeem King,Seahawks,S,"$788,000","$1,550,000","$1,400,000","$150,000","$788,000","$1,400,000","($612,000)",Free Agent,
1113,Pierre Desir,Colts,CB,"$1,473,000","$1,544,000","$7,500,000","($5,956,000)","$2,788,229","$5,625,000","($2,836,771)","$3,750,000","($2,206,000)"
1114,Ibraheim Campbell,Packers,S,"$979,000","$1,543,000","$805,000","$738,000","$1,835,286","$352,188","$1,483,098","$910,000","$633,000"
1115,Josh Lambo,Jaguars,K,"$1,542,000","$1,542,000","$3,785,000","($2,243,000)","$1,542,000","$3,785,000","($2,243,000)","$3,250,000","($1,708,000)"
1116,Ty Montgomery,Jets,RB,"$792,000","$1,542,000","$895,000","$647,000","$792,000","$895,000","($103,000)",Free Agent,
1117,Darron Lee,Chiefs,43OLB,"$180,000","$1,541,000","$2,555,411","($1,014,411)","$180,000","$2,555,411","($2,375,411)",Free Agent,
1118,Ike Boettger,Bills,LG,"$1,528,000","$1,539,000","$572,000","$967,000","$1,528,000","$572,000","$956,000","$750,000","$789,000"
1119,LeShaun Sims,Titans,CB,"$686,000","$1,537,000","$644,546","$892,454","$986,277","$563,978","$422,299","$1,700,000","($163,000)"
1120,Karl Joseph,Raiders,S,"$1,044,000","$1,536,000","$2,971,079","($1,435,079)","$3,687,445","$1,485,540","$2,201,905","$2,500,000","($964,000)"
1121,Branden Jackson,Seahawks,43DE,"$1,021,000","$1,530,000","$720,000","$810,000","$1,021,000","$720,000","$301,000","$2,133,000","($603,000)"
1122,Bennett Jackson,Jets,CB,"$1,043,000","$1,530,000","$495,000","$1,035,000","$1,043,000","$495,000","$548,000","$725,000","$805,000"
1123,Cody Latimer,Giants,WR,"$1,416,000","$1,529,000","$1,500,000","$29,000","$1,574,214","$1,406,250","$167,964","$1,047,500","$481,500"
1124,Daren Bates,Titans,ILB,"$180,000","$1,526,000","$2,000,000","($474,000)","$211,029","$1,750,000","($1,538,971)",Free Agent,
1125,Dustin Colquitt,Chiefs,P,"$1,526,000","$1,526,000","$2,500,000","($974,000)","$1,526,000","$2,500,000","($974,000)",Free Agent,
1126,Shaquem Griffin,Seahawks,43OLB,"$550,000","$1,524,000","$694,405","$829,595","$550,000","$694,405","($144,405)","$750,000","$774,000"
1127,Adarius Taylor,Browns,43OLB,"$180,000","$1,518,000","$2,500,000","($982,000)","$200,129","$2,343,750","($2,143,621)",Free Agent,
1128,Jamize Olawale,Cowboys,FB,"$483,000","$1,517,000","$1,800,000","($283,000)","$483,000","$1,800,000","($1,317,000)","$1,050,000","$467,000"
1129,Anthony Chickillo,Steelers,34OLB,"$606,000","$1,515,000","$4,000,000","($2,485,000)","$809,688","$3,000,000","($2,190,312)","$1,047,500","$467,500"
1130,Cameron Wake,Titans,34OLB,"$1,513,000","$1,513,000","$7,666,667","($6,153,667)","$3,196,792","$4,312,500","($1,115,708)",Free Agent,
1131,Kalen Ballage,Dolphins,RB,"$948,000","$1,511,000","$762,295","$748,705","$1,415,021","$571,721","$843,300","$750,000","$761,000"
1132,Trey Burton,Bears,TE,"$1,452,000","$1,510,000","$8,000,000","($6,490,000)","$3,278,813","$4,000,000","($721,187)","$6,800,000","($5,290,000)"
1133,Justin March-Lillard,Cowboys,ILB,"$180,000","$1,510,000","$720,000","$790,000","$180,000","$720,000","($540,000)","$1,047,500","$462,500"
1134,Chris Jones,Cardinals,CB,"$860,000","$1,503,000","$615,000","$888,000","$860,000","$615,000","$245,000","$750,000","$753,000"
1135,Matt Schaub,Falcons,QB,"$1,479,000","$1,503,000","$1,890,000","($387,000)","$1,479,000","$1,890,000","($411,000)","$2,000,000","($497,000)"
1136,KhaDarel Hodge,Browns,WR,"$316,000","$1,502,000","$570,000","$932,000","$316,000","$570,000","($254,000)","$750,000","$752,000"
1137,Solomon Thomas,49ers,43DE,"$1,070,000","$1,499,000","$7,038,596","($5,539,596)","$1,070,000","$7,038,596","($5,968,596)","$4,394,235","($2,895,235)"
1138,Ryan Kalil,Jets,C,"$1,494,000","$1,494,000","$8,400,000","($6,906,000)","$4,054,339","$3,675,000","$379,339",Free Agent,
1139,Frankie Luvu,Jets,34OLB,"$625,000","$1,490,000","$570,000","$920,000","$625,000","$570,000","$55,000","$750,000","$740,000"
1140,Nick O'Leary,Jaguars,TE,"$1,411,000","$1,490,000","$805,000","$685,000","$1,554,453","$754,688","$799,765","$1,047,500","$442,500"
1141,Avonte Maddox,Eagles,CB,"$980,000","$1,485,000","$771,478","$713,522","$1,923,750","$578,609","$1,345,141","$750,000","$735,000"
1142,Zach Line,Saints,FB,"$785,000","$1,482,000","$1,100,000","$382,000","$979,813","$825,000","$154,813",Free Agent,
1143,Will Parks,Broncos,S,"$1,000,000","$1,481,000","$610,089","$870,911","$1,393,670","$533,828","$859,842","$1,500,000","($19,000)"
1144,Dorance Armstrong Jr.,Cowboys,43DE,"$684,000","$1,480,000","$782,498","$697,502","$756,070","$733,592","$22,478","$750,000","$730,000"
1145,George Fant,Seahawks,LT,"$1,028,000","$1,479,000","$3,095,000","($1,616,000)","$1,028,000","$3,095,000","($2,067,000)","$9,250,000","($7,771,000)"
1146,Greg Ward,Eagles,WR,"$1,027,000","$1,476,000","$540,000","$936,000","$1,027,000","$540,000","$487,000","$675,000","$801,000"
1147,David Long,Rams,CB,"$877,000","$1,474,000","$950,348","$523,652","$877,000","$950,348","($73,348)","$677,776","$796,224"
1148,Jaleel Johnson,Vikings,43DT,"$1,365,000","$1,473,000","$769,590","$703,410","$1,365,000","$769,590","$595,410","$825,000","$648,000"
1149,Jack Crawford,Falcons,43DT,"$991,000","$1,472,000","$2,475,000","($1,003,000)","$991,000","$2,475,000","($1,484,000)","$1,187,500","$284,500"
1150,Albert Wilson,Dolphins,WR,"$1,461,000","$1,472,000","$8,000,000","($6,528,000)","$2,120,322","$6,500,000","($4,379,678)","$3,000,000","($1,528,000)"
1151,Matt Breida,49ers,RB,"$1,346,000","$1,470,000","$556,667","$913,333","$1,669,731","$487,084","$1,182,647","$3,259,000","($1,789,000)"
1152,Zeke Turner,Cardinals,ILB,"$180,000","$1,469,000","$571,000","$898,000","$206,271","$428,250","($221,979)","$750,000","$719,000"
1153,Desmond Trufant,Falcons,CB,"$1,468,000","$1,468,000","$13,750,000","($12,282,000)","$4,668,400","$7,734,375","($3,065,975)","$10,750,000","($9,282,000)"
1154,Joejuan Williams,Patriots,CB,"$997,000","$1,468,000","$1,656,664","($188,664)","$997,000","$1,656,664","($659,664)","$796,212","$671,788"
1155,Younghoe Koo,Falcons,K,"$1,467,000","$1,467,000","$570,000","$897,000","$1,467,000","$570,000","$897,000","$750,000","$717,000"
1156,Taco Charlton,Dolphins,34DE,"$1,454,000","$1,467,000","$2,507,160","($1,040,160)","$2,491,938","$2,037,068","$454,870","$825,000","$642,000"
1157,Joey Hunt,Seahawks,C,"$1,380,000","$1,467,000","$720,000","$747,000","$1,957,063","$630,000","$1,327,063","$2,133,000","($666,000)"
1158,Richie James,49ers,WR,"$648,000","$1,465,000","$634,143","$830,857","$648,000","$634,143","$13,857","$750,000","$715,000"
1159,Darrel Williams,Chiefs,RB,"$928,000","$1,463,000","$575,000","$888,000","$1,394,875","$431,250","$963,625","$750,000","$713,000"
1160,Jalen Richard,Raiders,RB,"$1,355,000","$1,461,000","$3,095,000","($1,634,000)","$1,355,000","$3,095,000","($1,740,000)","$3,500,000","($2,039,000)"
1161,Elandon Roberts,Patriots,WR,"$831,000","$1,460,000","$610,089","$849,911","$831,000","$610,089","$220,911","$2,000,000","($540,000)"
1162,John Johnson,Rams,S,"$1,410,000","$1,460,000","$814,873","$645,127","$4,381,518","$305,577","$4,075,941","$2,133,000","($673,000)"
1163,Mike Edwards,Buccaneers,S,"$905,000","$1,458,000","$874,509","$583,491","$905,000","$874,509","$30,491","$675,000","$783,000"
1164,Pharoh Cooper,Cardinals,WR,"$736,000","$1,454,000","$720,000","$734,000","$736,000","$720,000","$16,000","$1,210,000","$244,000"
1165,Tyler Lancaster,Packers,34DT,"$966,000","$1,453,000","$525,000","$928,000","$966,000","$525,000","$441,000","$750,000","$703,000"
1166,Ryquell Armstead,Jaguars,RB,"$888,000","$1,451,000","$718,184","$732,816","$888,000","$718,184","$169,816","$675,000","$776,000"
1167,T.J. Logan,Buccaneers,RB,"$535,000","$1,449,000","$650,487","$798,513","$598,021","$487,865","$110,156","$750,000","$699,000"
1168,Marquis Haynes,Panthers,34OLB,"$654,000","$1,446,000","$728,089","$717,911","$866,016","$591,572","$274,444","$750,000","$696,000"
1169,Chase Daniel,Bears,QB,"$1,442,000","$1,442,000","$5,000,000","($3,558,000)","$1,442,000","$5,000,000","($3,558,000)","$3,500,000","($2,058,000)"
1170,James Hurst,Ravens,RT,"$952,000","$1,438,000","$4,375,000","($2,937,000)","$952,000","$4,375,000","($3,423,000)",Free Agent,
1171,Cam Newton,Panthers,QB,"$1,436,000","$1,436,000","$20,760,000","($19,324,000)","$10,351,375","$2,595,000","$7,756,375",Free Agent,
1172,Rolan Milligan,Colts,S,"$643,000","$1,436,000","$495,000","$941,000","$955,222","$402,188","$553,034","$675,000","$761,000"
1173,Trey Edmunds,Steelers,TE,"$642,000","$1,435,000","$690,000","$745,000","$642,000","$690,000","($48,000)","$825,000","$610,000"
1174,Dennis Kelly,Titans,RT,"$986,000","$1,431,000","$1,525,000","($94,000)","$986,000","$1,525,000","($539,000)","$6,750,000","($5,319,000)"
1175,C.J. Goodwin,Cowboys,CB,"$150,000","$1,430,000","$675,000","$755,000","$150,000","$675,000","($525,000)","$1,047,500","$382,500"
1176,Marcus Johnson,Colts,WR,"$1,338,000","$1,430,000","$645,000","$785,000","$1,338,000","$645,000","$693,000","$925,000","$505,000"
1177,Kamu Grugier-Hill,Eagles,43OLB,"$842,000","$1,429,000","$610,089","$818,911","$1,858,363","$381,306","$1,477,057","$3,000,000","($1,571,000)"
1178,Dean Marlowe,Bills,S,"$942,000","$1,429,000","$600,000","$829,000","$942,000","$600,000","$342,000","$1,550,000","($121,000)"
1179,Sam Martin,Lions,P,"$1,423,000","$1,423,000","$1,700,000","($277,000)","$1,423,000","$1,700,000","($277,000)","$2,500,000","($1,077,000)"
1180,Josh Rosen,Dolphins,QB,"$1,419,000","$1,419,000","$4,399,440","($2,980,440)","$1,419,000","$4,399,440","($2,980,440)","$2,169,796","($750,796)"
1181,Craig James,Eagles,CB,"$200,000","$1,410,000","$615,000","$795,000","$200,000","$615,000","($415,000)","$750,000","$660,000"
1182,Sheldon Rankins,Saints,43DT,"$1,407,000","$1,410,000","$3,200,412","($1,790,412)","$2,976,113","$2,000,258","$975,855","$7,690,000","($6,280,000)"
1183,Eddy Pineiro,Bears,K,"$1,409,000","$1,409,000","$578,333","$830,667","$1,409,000","$578,333","$830,667","$675,000","$734,000"
1184,Jordan Howard,Eagles,RB,"$1,394,000","$1,407,000","$647,006","$759,994","$3,044,584","$404,379","$2,640,205","$4,750,000","($3,343,000)"
1185,Nate Davis,Titans,RG,"$987,000","$1,404,000","$925,045","$478,955","$987,000","$925,045","$61,955","$675,000","$729,000"
1186,Jaron Brown,Seahawks,WR,"$922,000","$1,400,000","$1,500,000","($100,000)","$922,000","$1,500,000","($578,000)",Free Agent,
1187,D.J. Jones,49ers,43DT,"$925,000","$1,399,000","$636,967","$762,033","$1,793,281","$437,915","$1,355,366","$825,000","$574,000"
1188,Dru Samia,Vikings,RG,"$1,375,000","$1,396,000","$814,985","$581,015","$1,375,000","$814,985","$560,015","$675,000","$721,000"
1189,LeSean McCoy,Chiefs,RB,"$1,395,000","$1,395,000","$3,000,000","($1,605,000)","$1,395,000","$3,000,000","($1,605,000)",Free Agent,
1190,Brandon Copeland,Jets,34OLB,"$422,000","$1,393,000","$1,750,000","($357,000)","$422,000","$1,750,000","($1,328,000)","$1,047,500","$345,500"
1191,Patrick DiMarco,Bills,FB,"$737,000","$1,393,000","$2,100,000","($707,000)","$737,000","$2,100,000","($1,363,000)","$1,400,000","($7,000)"
1192,Steve Longa,Lions,43OLB,"$630,000","$1,390,000","$615,000","$775,000","$630,000","$615,000","$15,000",Free Agent,
1193,Ty Summers,Packers,ILB,$0,"$1,389,000","$654,476","$734,524",$0,"$654,476","($654,476)","$675,000","$714,000"
1194,Justice Hill,Ravens,RB,"$870,000","$1,386,000","$815,414","$570,586","$870,000","$815,414","$54,586","$675,000","$711,000"
1195,Shy Tuttle,Saints,43DT,"$1,294,000","$1,381,000","$586,667","$794,333","$1,294,000","$586,667","$707,333","$675,000","$706,000"
1196,Olisaemeka Udoh,Vikings,RT,"$1,368,000","$1,381,000","$671,900","$709,100","$1,368,000","$671,900","$696,100","$675,000","$706,000"
1197,Stephen Carlson,Browns,TE,"$827,000","$1,374,000","$540,000","$834,000","$827,000","$540,000","$287,000","$675,000","$699,000"
1198,Isaac Rochell,Chargers,43DE,"$539,000","$1,373,000","$645,000","$728,000","$539,000","$645,000","($106,000)","$825,000","$548,000"
1199,Kyzir White,Chargers,43OLB,"$1,333,000","$1,373,000","$778,610","$594,390","$1,333,000","$778,610","$554,390","$750,000","$623,000"
1200,Vyncint Smith,Jets,WR,"$786,000","$1,371,000","$615,000","$756,000","$786,000","$615,000","$171,000","$750,000","$621,000"
1201,Devontae Booker,Broncos,RB,"$566,000","$1,371,000","$613,348","$757,652","$566,000","$613,348","($47,348)","$1,047,500","$323,500"
1202,J.T. Hassell,Browns,S,"$960,000","$1,371,000","$540,000","$831,000","$960,000","$540,000","$420,000","$675,000","$696,000"
1203,Dion Lewis,Titans,RB,"$1,362,000","$1,370,000","$4,950,000","($3,580,000)","$1,362,000","$4,950,000","($3,588,000)","$1,550,000","($180,000)"
1204,Tae Davis,Browns,43OLB,"$497,000","$1,368,000","$571,667","$796,333","$532,606","$500,209","$32,397","$750,000","$618,000"
1205,Brent Qvale,Jets,LT,"$1,331,000","$1,363,000","$1,400,000","($37,000)","$5,168,979","$262,500","$4,906,479","$1,047,500","$315,500"
1206,Senorise Perry,Bills,RB,"$504,000","$1,361,000","$720,000","$641,000","$504,000","$720,000","($216,000)","$910,000","$451,000"
1207,Cameron Fleming,Cowboys,LT,"$904,000","$1,355,000","$3,750,000","($2,395,000)","$1,190,991","$3,281,250","($2,090,259)","$3,500,000","($2,145,000)"
1208,Nasir Adderley,Chargers,S,"$955,000","$1,355,000","$1,183,028","$171,972","$1,504,300","$295,757","$1,208,543","$710,096","$644,904"
1209,Dan Arnold,Cardinals,WR,"$1,277,000","$1,351,000","$615,000","$736,000","$1,277,000","$615,000","$662,000","$750,000","$601,000"
1210,Haason Reddick,Cardinals,ILB,"$1,289,000","$1,350,000","$3,369,543","($2,019,543)","$1,289,000","$3,369,543","($2,080,543)","$2,302,932","($952,932)"
1211,Ryan Finley,Bengals,QB,"$1,349,000","$1,349,000","$827,414","$521,586","$1,349,000","$827,414","$521,586","$675,000","$674,000"
1212,Trayvon Henderson,Bengals,S,"$917,000","$1,348,000","$540,000","$808,000","$917,000","$540,000","$377,000","$675,000","$673,000"
1213,Matt Prater,Lions,K,"$1,346,000","$1,346,000","$3,800,000","($2,454,000)","$1,346,000","$3,800,000","($2,454,000)","$3,000,000","($1,654,000)"
